"","x"
"7622","ADAMTS18"
"7623","NFATC1"
"7624","PRDM16"
"7625","LINC01787"
"7626","DPYSL5"
"7627","INPP4A"
"7628","ACOXL"
"7629","TGFBR2"
"7630","DOCK3"
"7631","TMEM108"
"7632","NLGN1"
"7633","RNF150"
"7634","NEK1"
"7635","LINC01950"
"7636","LINC01950"
"7637","PRR16"
"7638","PCBD2"
"7639","CDHR2"
"7640","KHDRBS2"
"7641","NKAIN2"
"7642","COMETT"
"7643","TAS2R3"
"7644","RFX3"
"7645","KIF21A"
"7646","GPD1"
"7647","NBEA"
"7648","RBFOX1"
"7649","SNTB2"
"7650","RAB31"
"7651","SNAP25"
"7652","AGBL4"
"7653","WARS2-IT1"
"7654","CNST"
"7655","ZNF804A"
"7656","GULP1"
"7657","ERC2"
"7658","PCAT4"
"7659","ZBED3-AS1"
"7660","MEIKIN"
"7661","CHD7"
"7662","LOC105375773"
"7663","PHYH"
"7664","MS4A6E"
"7665","MYO16"
"7666","LOC101927690"
"7667","WWOX"
"7668","L3MBTL4"
